0.005,0.5,5,0.01,0.5865169741965903,0.01635969407065274
0.005,0.5,5,0.05,0.5868114732586542,0.015547000451791785
0.005,0.5,5,0.0005,0.5866767958679976,0.016672127087159663
0.005,0.5,10,0.01,0.5775113500751111,0.02098571258180034
0.005,0.5,10,0.05,0.5777243754718275,0.02029510741194958
0.005,0.5,10,0.0005,0.577626562591347,0.02121455198863974
0.005,0.1,5,0.01,0.586202021328514,0.01615291976175282
0.005,0.1,5,0.05,0.5867948798603008,0.015565635134942848
0.005,0.1,5,0.0005,0.5864978310228078,0.016666682191644012
0.005,0.1,10,0.01,0.577340793134257,0.021068072422944586
0.005,0.1,10,0.05,0.5776463015070522,0.019843500490595165
0.005,0.1,10,0.0005,0.5777079409379869,0.021365588403404617
0.005,0.01,5,0.01,0.5864806577689831,0.01673480567656297
0.005,0.01,5,0.05,0.5863998989939428,0.016738456006245434
0.005,0.01,5,0.0005,0.5869048299895531,0.01583380905515521
0.005,0.01,10,0.01,0.5774568913201514,0.021155548796046846
0.005,0.01,10,0.05,0.5775208223716819,0.021447319411110503
0.005,0.01,10,0.0005,0.5774901337194377,0.021662290141906133
0.001,0.5,5,0.01,0.6044390756182371,0.005569335832233983
0.001,0.5,5,0.05,0.6044307034584169,0.005926893706105647
0.001,0.5,5,0.0005,0.6038143607800375,0.00585510370932477
0.001,0.5,10,0.01,0.6023526245688415,0.007478999331588759
0.001,0.5,10,0.05,0.6030739210875484,0.0075703715531867345
0.001,0.5,10,0.0005,0.6022610630069365,0.0075451446384446315
0.001,0.1,5,0.01,0.6042189688358663,0.005490358900571468
0.001,0.1,5,0.05,0.6043330613572875,0.005975795569381835
0.001,0.1,5,0.0005,0.6037592189076729,0.005896013894895858
0.001,0.1,10,0.01,0.6025618054443505,0.007192077271142577
0.001,0.1,10,0.05,0.6028932047611059,0.007476999218077974
0.001,0.1,10,0.0005,0.6024685877199004,0.007278870566208902
0.001,0.01,5,0.01,0.6041691330382266,0.005717408016364157
0.001,0.01,5,0.05,0.6043834293510449,0.006052785452316089
0.001,0.01,5,0.0005,0.603596057109886,0.00588078470209287
0.001,0.01,10,0.01,0.6022988012719328,0.007476349177060335
0.001,0.01,10,0.05,0.6028039943939891,0.007617398258102168
0.001,0.01,10,0.0005,0.6021584563897848,0.0075359901697064045
0.0001,0.5,5,0.01,0.6062790046884096,0.0019122566080547992
0.0001,0.5,5,0.05,0.6073323955561147,0.002850100358681552
0.0001,0.5,5,0.0005,0.6053856301011394,0.003057261702591301
0.0001,0.5,10,0.01,0.6067703209952798,0.00261521051436612
0.0001,0.5,10,0.05,0.6089468601382249,0.004088337072417104
0.0001,0.5,10,0.0005,0.6062777337723076,0.0030048017642544393
0.0001,0.1,5,0.01,0.6062559296179372,0.002069595445788306
0.0001,0.1,5,0.05,0.6074404750557296,0.0032516841090440276
0.0001,0.1,5,0.0005,0.6053804471464121,0.003090824403887204
0.0001,0.1,10,0.01,0.606560838277197,0.0025732003802516356
0.0001,0.1,10,0.05,0.6089484011239981,0.003946266656247931
0.0001,0.1,10,0.0005,0.6060198251791358,0.00320231866156066
0.0001,0.01,5,0.01,0.6064640103566953,0.0023208241527763484
0.0001,0.01,5,0.05,0.6074150130459538,0.0032210591752499934
0.0001,0.01,5,0.0005,0.6053673289092744,0.003083142072506236
0.0001,0.01,10,0.01,0.6068226867102846,0.0022364726316703694
0.0001,0.01,10,0.05,0.6077026888771965,0.0033927396979069866
0.0001,0.01,10,0.0005,0.606031640727269,0.00317237614279904
1e-05,0.5,5,0.01,0.6055749767422354,0.0019794459636515976
1e-05,0.5,5,0.05,0.6065593250927133,0.003469269928318786
1e-05,0.5,5,0.0005,0.604452015132798,0.0027183071601094995
1e-05,0.5,10,0.01,0.6054327969749655,0.002033024600563576
1e-05,0.5,10,0.05,0.6070639026147828,0.003894376885545194
1e-05,0.5,10,0.0005,0.6048050160516704,0.002678683682976718
1e-05,0.1,5,0.01,0.6056126752911033,0.0020535362919659518
1e-05,0.1,5,0.05,0.6056582694062533,0.0031610495608930546
1e-05,0.1,5,0.0005,0.6044520191044109,0.0027183008859598687
1e-05,0.1,10,0.01,0.6054523730545451,0.0019033880980287793
1e-05,0.1,10,0.05,0.6072808678514147,0.003803328669707001
1e-05,0.1,10,0.0005,0.6047729293917141,0.002729772645777108
1e-05,0.01,5,0.01,0.6057185465739915,0.0023622330414927208
1e-05,0.01,5,0.05,0.6061405224926731,0.003238530900312017
1e-05,0.01,5,0.0005,0.6043658549643254,0.0028491942995390713
1e-05,0.01,10,0.01,0.6054422811863748,0.0019026786795159172
1e-05,0.01,10,0.05,0.6059089059763558,0.004408127102832189
1e-05,0.01,10,0.0005,0.6046679437784844,0.0028532712735896246
1e-06,0.5,5,0.01,0.6054174069752959,0.002049175241129602
1e-06,0.5,5,0.05,0.6065497852787246,0.0035583661735883567
1e-06,0.5,5,0.0005,0.6043110506790504,0.0027525176395693683
1e-06,0.5,10,0.01,0.6052229290104394,0.0020976123666021965
1e-06,0.5,10,0.05,0.6070365660037569,0.004271085206028286
1e-06,0.5,10,0.0005,0.6046239263936231,0.0027324141246999494
1e-06,0.1,5,0.01,0.6054676597922815,0.0021082422246876784
1e-06,0.1,5,0.05,0.6057245675390235,0.0033005046555300704
1e-06,0.1,5,0.0005,0.6042529499551366,0.0028452430336118836
1e-06,0.1,10,0.01,0.6052626689682957,0.0019808740971520838
1e-06,0.1,10,0.05,0.6068493322606802,0.003955642091188439
1e-06,0.1,10,0.0005,0.6046423109893574,0.0027152749846297425
1e-06,0.01,5,0.01,0.6055693370520339,0.0024166888617317374
1e-06,0.01,5,0.05,0.606145852397075,0.003384745637439582
1e-06,0.01,5,0.0005,0.6043375532513846,0.002725988569530923
1e-06,0.01,10,0.01,0.6052484148498921,0.0019520701892421016
1e-06,0.01,10,0.05,0.605626385298551,0.004120221237236415
1e-06,0.01,10,0.0005,0.6045120579753798,0.0027977130497389316
