0.005,0.5,5,0.01,0.43697521497218006,0.00555678989820627
0.005,0.5,5,0.05,0.4392724667003877,0.005013751827876606
0.005,0.5,5,0.0005,0.43571910301804084,0.005108326318300413
0.005,0.5,10,0.01,0.4164812004720958,0.008393025923525935
0.005,0.5,10,0.05,0.4190018546619457,0.00715224313456288
0.005,0.5,10,0.0005,0.4155833754847412,0.007938578435435615
0.005,0.1,5,0.01,0.4370848086326083,0.005275504239499544
0.005,0.1,5,0.05,0.43759062552689254,0.004783068670561304
0.005,0.1,5,0.0005,0.43576125442589786,0.005011658815018145
0.005,0.1,10,0.01,0.41689006912830895,0.008183716189237297
0.005,0.1,10,0.05,0.417964930028663,0.007950224850273803
0.005,0.1,10,0.0005,0.41564660259652675,0.007959605607653866
0.005,0.01,5,0.01,0.43597201146518294,0.004944954825218025
0.005,0.01,5,0.05,0.43597201146518294,0.004944954825218025
0.005,0.01,5,0.0005,0.4357148878772551,0.005031100293861678
0.005,0.01,10,0.01,0.41589951104366885,0.00798741485269191
0.005,0.01,10,0.05,0.41589951104366885,0.00798741485269191
0.005,0.01,10,0.0005,0.4155412240768842,0.007898279695107806
0.001,0.5,5,0.01,0.45620468723655366,0.004593111088846676
0.001,0.5,5,0.05,0.4577347833417636,0.0047466322142811586
0.001,0.5,5,0.0005,0.4549527904232001,0.004706560969237811
0.001,0.5,10,0.01,0.45625948406676786,0.004038714218167244
0.001,0.5,10,0.05,0.45775164390490647,0.004608868551232443
0.001,0.5,10,0.0005,0.4557578823132692,0.00466965312166556
0.001,0.1,5,0.01,0.45603186646433985,0.004764766879064112
0.001,0.1,5,0.05,0.45639015343112466,0.004359490890223479
0.001,0.1,5,0.0005,0.4550413083796999,0.004627034362588581
0.001,0.1,10,0.01,0.45660091047040974,0.004851888881383905
0.001,0.1,10,0.05,0.4574523689091216,0.0048905152591662195
0.001,0.1,10,0.0005,0.45573680660934074,0.004681177162798959
0.001,0.01,5,0.01,0.4555682009779126,0.005067484607161078
0.001,0.01,5,0.05,0.4551003203506997,0.004500649339419197
0.001,0.01,5,0.0005,0.4550328780981284,0.004640822148989603
0.001,0.01,10,0.01,0.45562299780812676,0.004433911381044228
0.001,0.01,10,0.05,0.45583375484741184,0.0040355344907351135
0.001,0.01,10,0.0005,0.45573680660934074,0.00474144135385245
0.0001,0.5,5,0.01,0.453085483055134,0.004807219766985308
0.0001,0.5,5,0.05,0.45525628055977074,0.004738960018689918
0.0001,0.5,5,0.0005,0.45244056651492165,0.004497815941145135
0.0001,0.5,10,0.01,0.4548347664812004,0.004359778208465583
0.0001,0.5,10,0.05,0.4560107907604113,0.004749369547758786
0.0001,0.5,10,0.0005,0.4526723992581353,0.004347761922951419
0.0001,0.1,5,0.01,0.45292109256449165,0.004871450077859691
0.0001,0.1,5,0.05,0.45400438374641705,0.0038601485135738773
0.0001,0.1,5,0.0005,0.45241527567020745,0.004506710966215699
0.0001,0.1,10,0.01,0.4548052604957006,0.0043641589945700105
0.0001,0.1,10,0.05,0.4562046872365538,0.004135566544060364
0.0001,0.1,10,0.0005,0.45282414432642054,0.004457690246740882
0.0001,0.01,5,0.01,0.452803068622492,0.004854372883820123
0.0001,0.01,5,0.05,0.4531487101669196,0.0032674954649842248
0.0001,0.01,5,0.0005,0.452406845388636,0.004461660317381021
0.0001,0.01,10,0.01,0.45371775417298943,0.003922844726179054
0.0001,0.01,10,0.05,0.45600236047884,0.004153605804409539
0.0001,0.01,10,0.0005,0.45276934749620634,0.004367311009171617
1e-05,0.5,5,0.01,0.45292109256449165,0.004861044292492343
1e-05,0.5,5,0.05,0.4548853481706289,0.004878542469628944
1e-05,0.5,5,0.0005,0.4520359129994941,0.004488499548380695
1e-05,0.5,10,0.01,0.45408447142134545,0.004575983317408785
1e-05,0.5,10,0.05,0.45506659922441417,0.0047868858045763815
1e-05,0.5,10,0.0005,0.4520949249704939,0.004525273144370637
1e-05,0.1,5,0.01,0.4528072837632776,0.004890515259166217
1e-05,0.1,5,0.05,0.4540296745911313,0.004306141284930057
1e-05,0.1,5,0.0005,0.4520190524363514,0.004612028607669559
1e-05,0.1,10,0.01,0.4542109256449166,0.004604240169030656
1e-05,0.1,10,0.05,0.4553743045017703,0.00403893417589475
1e-05,0.1,10,0.0005,0.4520443432810656,0.004512368750426179
1e-05,0.01,5,0.01,0.45251643904906425,0.004950960534690498
1e-05,0.01,5,0.05,0.4532540886865622,0.004541136887392144
1e-05,0.01,5,0.0005,0.4520359129994942,0.004529597819549191
1e-05,0.01,10,0.01,0.4534016186140617,0.004904556762360542
1e-05,0.01,10,0.05,0.4551888383071995,0.004015879018175789
1e-05,0.01,10,0.0005,0.4520654189849941,0.004412541770107227
1e-06,0.5,5,0.01,0.45290001686056314,0.004834206022412297
1e-06,0.5,5,0.05,0.4549232844377002,0.0049037216742344545
1e-06,0.5,5,0.0005,0.45210757039285115,0.004511256272052305
1e-06,0.5,10,0.01,0.4540507502950598,0.004600395075395552
1e-06,0.5,10,0.05,0.45512561119541395,0.004705887078025221
1e-06,0.5,10,0.0005,0.45204855842185127,0.004547556751765383
1e-06,0.1,5,0.01,0.4527819929185635,0.004846744765803201
1e-06,0.1,5,0.05,0.45402967459113136,0.004293207282165648
1e-06,0.1,5,0.0005,0.4520864946889226,0.004514730626962661
1e-06,0.1,10,0.01,0.4541940650817737,0.004607673331215715
1e-06,0.1,10,0.05,0.45539538020569886,0.004089329646440565
1e-06,0.1,10,0.0005,0.45203169785870845,0.004566030705673582
1e-06,0.01,5,0.01,0.45249114820435005,0.004927441885887632
1e-06,0.01,5,0.05,0.45324987354577645,0.0045154153400718535
1e-06,0.01,5,0.0005,0.45201483729556563,0.004544312765079787
1e-06,0.01,10,0.01,0.4533383915022761,0.004914355254796707
1e-06,0.01,10,0.05,0.4552014837295566,0.0039217485026934885
1e-06,0.01,10,0.0005,0.45209070982970834,0.004443094306954396
